Date,Team,Acquired,Relinquished,Notes
2022-01-06,Steelers,,• Diontae Johnson,placed on reserve/COVID-19 list
2022-01-06,Steelers,,• Kendrick Green,placed on reserve/COVID-19 list
2022-01-06,Steelers,• Arthur Maulet,,activated from exempt/COVID-19 list
2022-01-06,Steelers,• Chris Wormley,,activated from exempt/COVID-19 list
2022-01-06,Steelers,• Daniel Archibong,,activated from practice squad IR
2022-01-06,Steelers,• Joe Schobert,,activated from exempt/COVID-19 list
2022-01-06,Texans,,• Jeff Driskel,placed on reserve/COVID-19 list
2022-01-06,Vikings,,• Harrison Hand,placed on reserve/COVID-19 list
2022-01-06,Jets,• Kyle Phillips,,activated from reserve/COVID-19 list
2022-01-06,Jets,,• Kyle Phillips,placed on exempt/COVID-19 list
2022-01-07,49ers,• Ambry Thomas,,activated from reserve/COVID-19 list
2022-01-07,Broncos,,• Nate Hairston,placed on reserve/COVID-19 list
2022-01-07,Broncos,,• Patrick Surtain II / Pat Surtain II,placed on IR with calf injury
2022-01-07,Broncos,,• Ronald Darby,placed on IR with shoulder injury
2022-01-07,Broncos,• Brandon McManus,,activated from reserve/COVID-19 list
2022-01-07,Broncos,• Sam Martin,,activated from reserve/COVID-19 list
