Date,Team,Acquired,Relinquished,Notes
2021-07-25,Colts,,• Rob Windsor,placed on reserve/COVID-19 list
2021-07-25,Lions,,• Austin Bryant,placed on physically unable to perform list
2021-07-25,Lions,,• Evan Heim,placed on reserve/COVID-19 list
2021-07-25,Lions,,• Javon McKinley,placed on non-football injury list
2021-07-25,Raiders,,• Darius Stills,placed on non-football injury list
2021-07-25,Raiders,,• Devery Hamilton,placed on non-football illness list
2021-07-25,Raiders,,• Divine Deablo,placed on physically unable to perform list
2021-07-25,Raiders,,• Isaiah Johnson (b. 1995-12-20),placed on physically unable to perform list
2021-07-26,Broncos,,• Jamar Johnson,placed on reserve/COVID-19 list
2021-07-26,Broncos,,• Kary Vincent Jr.,placed on reserve/COVID-19 list
2021-07-26,Chiefs,,• James Winchester,placed on reserve/COVID-19 list
2021-07-26,Rams,,• Chatarius Atwell / Tutu Atwell (b),placed on reserve/COVID-19 list
2021-07-26,Saints,,• Derrick Kelly,placed on non-football injury list
2021-07-26,Saints,,• Michael Thomas (William),placed on physically unable to perform list
2021-07-26,Texans,,• Lane Taylor,placed on physically unable to perform list
2021-07-26,Texans,,• Marcus Cannon,placed on physically unable to perform list
2021-07-26,Vikings,,• Riley Patterson,placed on physically unable to perform list
2021-07-27,49ers,,• Emmanuel Moseley,placed on reserve/COVID-19 list
2021-07-27,49ers,,• Jeff Wilson Jr.,placed on physically unable to perform list
2021-07-27,49ers,,• Tarvarius Moore,placed on physically unable to perform list
2021-07-27,Bengals,• Renell Wren,,activated from physically unable to perform list
2021-07-27,Bengals,• Riley Lees,,activated from physically unable to perform list
2021-07-27,Cardinals,,• Shawn Williams (b. 1991-05-13),placed on non-football injury list
2021-07-27,Chargers,,• John Hurst,placed on physically unable to perform list
2021-07-27,Chargers,,• Justin Jackson (b. 1996-04-22),placed on reserve/COVID-19 list
2021-07-27,Chiefs,,• Chris Finke,placed on IR with undisclosed injury
2021-07-27,Chiefs,,• Kyle Long,placed on physically unable to perform list
2021-07-27,Chiefs,,• Nick Keizer,placed on non-football injury list
2021-07-27,Cowboys,,• Mitch Hyatt,placed on IR with knee injury
2021-07-27,Falcons,,• John Atkins,placed on reserve/COVID-19 list
2021-07-27,Falcons,,• Kobe Jones,placed on reserve/COVID-19 list
2021-07-27,Falcons,,• Lee Smith (b. 1987-11-21),placed on reserve/COVID-19 list
2021-07-27,Falcons,,• Willie Wright (b. 1996-02-25),placed on reserve/COVID-19 list
2021-07-27,Giants,,• Blake Martinez,placed on reserve/COVID-19 list
2021-07-27,Giants,,• Joshua Kalu,placed on reserve/COVID-19 list
2021-07-27,Giants,• Kadarius Toney,,activated from reserve/COVID-19 list
2021-07-27,Jets,,• George Fant,placed on reserve/COVID-19 list
2021-07-27,Jets,• Folorunso Fatukasi / Foley Fatukasi,,activated from non-football injury list
2021-07-27,Jets,• Jonathan Marshall,,activated from physically unable to perform list
2021-07-27,Jets,• Marcus Maye,,activated from non-football injury list
2021-07-27,Packers,,• David Bakhtiari,placed on physically unable to perform list
2021-07-27,Packers,,• Henry Black,placed on non-football injury list
2021-07-27,Packers,,• Kevin King,placed on non-football injury list
2021-07-27,Packers,,• Kingsley Keke,placed on non-football injury list
2021-07-27,Packers,,• Tipa Galeai,placed on non-football injury list
2021-07-27,Packers,,• Will Redmond,placed on non-football injury list
2021-07-27,Packers,,• Za'Darius Smith,placed on non-football injury list
2021-07-27,Panthers,,• Delano Hill,placed on physically unable to perform list
2021-07-27,Panthers,,• Frankie Luvu,placed on reserve/COVID-19 list
2021-07-27,Patriots,,• Devin Asiasi,placed on reserve/COVID-19 list
2021-07-27,Patriots,,• Kyle Van Noy,placed on physically unable to perform list
2021-07-27,Patriots,,• Trent Brown,placed on physically unable to perform list
2021-07-27,Ravens,,• Gus Edwards,placed on reserve/COVID-19 list
2021-07-27,Redskins,,• Deshazor Everett,placed on non-football illness list
2021-07-27,Texans,,• Cornell Armstrong,placed on non-football injury list
2021-07-27,Texans,,• DeMarcus Walker,placed on non-football injury list
2021-07-27,Texans,,• Geron Christian,placed on reserve/COVID-19 list
2021-07-27,Texans,,• Greg Howell / Buddy Howell,placed on reserve/COVID-19 list
2021-07-27,Texans,,• Lonnie Johnson Jr.,placed on non-football injury list
2021-07-27,Texans,,• Pharaoh Brown,placed on non-football injury list
2021-07-27,Texans,,• Taywan Taylor,placed on reserve/COVID-19 list
2021-07-27,Vikings,,• Jaylen Twyman,placed on reserve/non-football injury list with gunshot wounds
2021-07-27,Washington,,• Cornelius Lucas,placed on reserve/COVID-19 list
2021-07-27,Washington,,• Curtis Samuel,placed on physically unable to perform list
2021-07-27,Washington,,• Devaroe Lawrence,placed on non-football injury list
2021-07-27,Washington,,• Greg Stroman,placed on physically unable to perform list
2021-07-27,Washington,,• Tim Settle,placed on non-football illness list
2021-07-28,49ers,,• Jaquiski Tartt,placed on reserve/COVID-19 list
2021-07-28,49ers,,• Jauan Jennings,placed on reserve/COVID-19 list
2021-07-28,Bears,,• Eddie Jackson (b. 1993-12-10),placed on non-football injury list
2021-07-28,Bears,,• Germain Ifedi,placed on physically unable to perform list
2021-07-28,Bengals,,• Larry Ogunjobi,placed on physically unable to perform list
2021-07-28,Bills,,• Dion Dawkins,placed on reserve/COVID-19 list
2021-07-28,Bills,,• Ike Boettger,placed on reserve/COVID-19 list
2021-07-28,Bills,,• Jerry Hughes,placed on non-football injury list
2021-07-28,Cardinals,,• Deion Calhoun / Shaq Calhoun,placed on reserve/COVID-19 list
2021-07-28,Cardinals,,• J.J. Watt,placed on physically unable to perform list
2021-07-28,Cardinals,,• Rico Gafford,placed on reserve/COVID-19 list
2021-07-28,Chiefs,,• Darwin Thompson,placed on reserve/COVID-19 list
2021-07-28,Colts,,• Al-Quadin Muhammad,placed on reserve/COVID-19 list
2021-07-28,Colts,,• Travis Carrie / T.J. Carrie,placed on reserve/COVID-19 list
2021-07-28,Colts,,• Xavier Rhodes,placed on reserve/COVID-19 list
2021-07-28,Dolphins,,• D.J. Fluker,placed on physically unable to perform list
2021-07-28,Dolphins,,• DeVante Parker,placed on physically unable to perform list
2021-07-28,Dolphins,,• Elandon Roberts,placed on physically unable to perform list
2021-07-28,Dolphins,,• Larnel Coleman,placed on reserve/COVID-19 list
2021-07-28,Dolphins,,• Preston Williams,placed on physically unable to perform list
2021-07-28,Eagles,,• Alex Singleton,placed on reserve/COVID-19 list
2021-07-28,Eagles,,• Andrew Adams,placed on reserve/COVID-19 list
2021-07-28,Eagles,,• Landon Dickerson,placed on non-football injury list
2021-07-28,Eagles,,• Le'Raven Clark,placed on physically unable to perform list
2021-07-28,Eagles,,• Matt Leo (a),placed on reserve/COVID-19 list
2021-07-28,Eagles,,• Rodney McLeod Jr.,placed on physically unable to perform list
2021-07-28,Falcons,,• 5/10/2018,placed on physically unable to perform list
2021-07-28,Falcons,,• Dante Fowler Jr.,placed on reserve/COVID-19 list
2021-07-28,Falcons,,• Kaleb McGary,placed on physically unable to perform list
2021-07-28,Falcons,,• Matt Gono,placed on physically unable to perform list
2021-07-28,Giants,,• Reggie Ragland,placed on non-football injury list
2021-07-28,Giants,,• Rysen John,placed on reserve/COVID-19 list
2021-07-28,Giants,• Sandro Platzgummer,,activated from non-football injury list
2021-07-28,Jaguars,,• Aldrick Rosas,placed on non-football injury list
2021-07-28,Jaguars,,• Jamal Agnew,placed on non-football injury list
2021-07-28,Jaguars,,• Taven Bryan,placed on non-football injury list
2021-07-28,Jaguars,• Luqman Barcoo / Luq Barcoo,,activated from reserve/COVID-19 list
2021-07-28,Lions,,• Evan Brown,placed on non-football injury list
2021-07-28,Lions,,• Jalen Reeves-Maybin,placed on reserve/COVID-19 list
2021-07-28,Lions,• Javon McKinley,,activated from non-football injury list
2021-07-28,Packers,,• Dominique Dafney,placed on physically unable to perform list
2021-07-28,Packers,• Tipa Galeai,,activated from non-football injury list
2021-07-28,Panthers,,• Delano Hill,placed on reserve/COVID-19 list
2021-07-28,Panthers,,• Phil Hoskins,placed on physically unable to perform list
2021-07-28,Panthers,,• Stephen Sullivan,placed on reserve/COVID-19 list
2021-07-28,Patriots,• Kyle Van Noy,,activated from physically unable to perform list
2021-07-28,Patriots,• Trent Brown,,activated from physically unable to perform list
2021-07-28,Raiders,,• Jalen Richard,placed on reserve/COVID-19 list
2021-07-28,Raiders,,• Kenyan Drake,placed on non-football injury list
2021-07-28,Raiders,,• Theo Riddick,placed on reserve/COVID-19 list
2021-07-28,Rams,,• Cam Akers,placed on non-football injury list
2021-07-28,Ravens,,• Anthony Averett,placed on non-football injury list
2021-07-28,Ravens,,• Lamar Jackson (Demeatrice),placed on reserve/COVID-19 list
2021-07-28,Seahawks,,• D'Wayne Eskridge / Dee Eskridge,placed on physically unable to perform list
2021-07-28,Seahawks,,• Pier-Olivier Lestage,placed on non-football injury list
2021-07-28,Seahawks,,• Travis Homer,placed on physically unable to perform list
2021-07-28,Titans,,• Chris Jones (b. 1995-08-13),placed on reserve/COVID-19 list
2021-07-28,Washington,,• Jalen Jelks,placed on IR with undisclosed injury
2021-07-29,Cardinals,,• Andy Isabella,placed on reserve/COVID-19 list
2021-07-29,Cardinals,,• Isaac Whitney,placed on reserve/COVID-19 list
2021-07-29,Cardinals,,• Justin Pugh,placed on reserve/COVID-19 list
2021-07-29,Cardinals,,• Keesean Johnson,placed on reserve/COVID-19 list
2021-07-29,Cardinals,,• Kelvin Beachum,placed on reserve/COVID-19 list
2021-07-29,Cardinals,,• Rodney Hudson,placed on reserve/COVID-19 list
2021-07-29,Chargers,• Justin Jackson (b. 1996-04-22),,activated from reserve/COVID-19 list
2021-07-29,Dolphins,,• D.J. Fluker,placed on IR with surgery on knee
2021-07-29,Jaguars,• Jake Luton,,activated from reserve/COVID-19 list
2021-07-29,Panthers,• Frankie Luvu,,activated from reserve/COVID-19 list
2021-07-29,Saints,,• P.J. Williams,placed on non-football injury list
2021-07-29,Saints,,• Wil Lutz,placed on non-football injury list
2021-07-29,Titans,,• Bud Dupree,placed on reserve/COVID-19 list
2021-07-29,Washington,,• Chris Miller (b. 1997-10-06),placed on reserve/COVID-19 list
2021-07-29,Washington,,• Curtis Samuel,placed on reserve/COVID-19 list
2021-07-29,Washington,,• Matthew Ioannidis / Matt Ioannidis,placed on reserve/COVID-19 list
2021-07-29,Washington,• Tim Settle,,activated from non-football illness list
2021-07-30,Buccaneers,• Jordan Whitehead,,activated from reserve/COVID-19 list
2021-07-30,Chiefs,• James Winchester,,activated from reserve/COVID-19 list
2021-07-30,Colts,,• Julie'n Davenport / Julien Davenport,placed on reserve/COVID-19 list
2021-07-30,Dolphins,• Larnel Coleman,,activated from reserve/COVID-19 list
2021-07-30,Falcons,• Lee Smith (b. 1987-11-21),,activated from reserve/COVID-19 list
2021-07-30,Panthers,• Phil Hoskins,,activated from physically unable to perform list
2021-07-30,Patriots,• Rhamondre Stevenson,,activated from non-football injury list
2021-07-30,Raiders,• Darius Stills,,activated from non-football injury list
2021-07-30,Raiders,• Kenyan Drake,,activated from non-football injury list
2021-07-30,Saints,• Derrick Kelly,,activated from non-football injury list
2021-07-30,Saints,• P.J. Williams,,activated from non-football injury list
2021-07-30,Washington,• Devaroe Lawrence,,activated from non-football injury list
2021-07-31,Broncos,• Kary Vincent Jr.,,activated from reserve/COVID-19 list
2021-07-31,Giants,• Matt Peart,,activated from physically unable to perform list
2021-07-31,Packers,• Henry Black,,activated from physically unable to perform list
2021-07-31,Patriots,• Brandon King (b. 1993-06-08),,activated from physically unable to perform list
2021-07-31,Raiders,,• Daniel Carlson,placed on reserve/COVID-19 list
2021-07-31,Steelers,,• Dax Raymond,placed on IR with undisclosed injury
2021-07-31,Titans,,• Brandon Kemp,placed on IR with undisclosed injury
2021-07-31,Titans,,• Elijah Nkansah,placed on IR with undisclosed injury
2021-07-31,Titans,• Bud Dupree,,activated from reserve/COVID-19 list
2021-07-31,Washington,,• Brandon Scherff,placed on reserve/COVID-19 list
2021-07-31,Washington,,• David Sharpe,placed on reserve/COVID-19 list
2021-08-01,Dolphins,,• Adam Shaheen,placed on reserve/COVID-19 list
2021-08-01,Dolphins,,• Cethan Carter,placed on reserve/COVID-19 list
2021-08-01,Dolphins,,• Mike Gesicki,placed on reserve/COVID-19 list
2021-08-01,Falcons,• Kobe Jones,,activated from reserve/COVID-19 list
2021-08-01,Ravens,• Otaro Alaka,,activated from physically unable to perform list
2021-08-01,Titans,,• Briley Moore,placed on IR with torn ACL in knee
2021-08-01,Vikings,,• Kellen Mond,placed on reserve/COVID-19 list
2021-08-01,Vikings,,• Kirk Cousins,placed on reserve/COVID-19 list
2021-08-01,Vikings,,• Nate Stanley,placed on reserve/COVID-19 list
2021-08-01,Washington,,• Da'Ron Payne / Daron Payne,placed on reserve/COVID-19 list
2021-08-02,Bears,• Dazz Newsome,,activated from physically unable to perform list
2021-08-02,Bengals,• Cameron Sample / Cam Sample,,activated from non-football injury list
2021-08-02,Buccaneers,• Chris Wilcox,,activated from physically unable to perform list
2021-08-02,Cardinals,• Andy Isabella,,activated from reserve/COVID-19 list
2021-08-02,Cardinals,• Isaac Whitney,,activated from reserve/COVID-19 list
2021-08-02,Cardinals,• Justin Pugh,,activated from reserve/COVID-19 list
2021-08-02,Cardinals,• Keesean Johnson,,activated from reserve/COVID-19 list
2021-08-02,Cardinals,• Kelvin Beachum,,activated from reserve/COVID-19 list
2021-08-02,Cardinals,• Rodney Hudson,,activated from reserve/COVID-19 list
2021-08-02,Chiefs,• Armani Watts,,activated from physically unable to perform list
2021-08-02,Colts,• Travis Carrie / T.J. Carrie,,activated from reserve/COVID-19 list
2021-08-02,Dolphins,,• Preston Williams,placed on reserve/COVID-19 list
2021-08-02,Dolphins,• DeVante Parker,,activated from physically unable to perform list
2021-08-02,Giants,• Jonotthan Harrison,,activated from non-football injury list
2021-08-02,Jaguars,,• C.J. Beathard,placed on reserve/COVID-19 list
2021-08-02,Jaguars,,• Jarrod Wilson,placed on reserve/COVID-19 list
2021-08-02,Jaguars,• Jamal Agnew,,activated from non-football injury list
2021-08-02,Lions,• Evan Heim,,activated from reserve/COVID-19 list
2021-08-02,Packers,• Patrick Taylor,,activated from physically unable to perform list
2021-08-02,Raiders,• Jalen Richard,,activated from reserve/COVID-19 list
2021-08-02,Saints,,• Dylan Soehner,placed on IR with undisclosed injury
2021-08-02,Texans,• DeMarcus Walker,,activated from non-football injury list
2021-08-02,Titans,• Caleb Farley,,activated from non-football injury list
2021-08-02,Titans,• Jeremy McNichols,,activated from physically unable to perform list
2021-08-02,Titans,• Ty Sambrailo,,activated from physically unable to perform list
2021-08-02,Vikings,,• Myron Mitchell,placed on reserve/COVID-19 list
2021-08-02,Vikings,,• Olabisi Johnson,placed on IR with torn ACL in knee
2021-08-03,Bears,,• Christian Jones (b. 1991-02-18),placed on reserve/COVID-19 list
2021-08-03,Bears,,• Eddie Goldman,placed on reserve/COVID-19 list
2021-08-03,Bears,,• Elijah Wilkinson,placed on reserve/COVID-19 list
2021-08-03,Bears,,• Patrick Scales,placed on reserve/COVID-19 list
2021-08-03,Broncos,,• K.J. Hamler,placed on reserve/COVID-19 list
2021-08-03,Browns,• Jeremiah Owusu-Koramoah,,activated from reserve/COVID-19 list
2021-08-03,Falcons,• John Atkins,,activated from reserve/COVID-19 list
2021-08-03,Giants,,• Derrick Dillon,placed on IR with undisclosed injury
2021-08-03,Giants,• Blake Martinez,,activated from reserve/COVID-19 list
2021-08-03,Giants,• Joshua Kalu,,activated from reserve/COVID-19 list
2021-08-03,Jaguars,,• Taven Bryan,placed on reserve/COVID-19 list
2021-08-03,Jaguars,• Chris Claybrooks,,activated from reserve/COVID-19 list
2021-08-03,Jaguars,• Jarrod Wilson,,activated from reserve/COVID-19 list
2021-08-03,Washington,• Chris Miller (b. 1997-10-06),,activated from reserve/COVID-19 list
2021-08-03,Washington,• Cornelius Lucas,,activated from reserve/COVID-19 list
2021-08-03,Washington,• Matthew Ioannidis / Matt Ioannidis,,activated from reserve/COVID-19 list
2021-08-04,Broncos,• K.J. Hamler,,activated from reserve/COVID-19 list
2021-08-04,Chiefs,• Darwin Thompson,,activated from reserve/COVID-19 list
2021-08-04,Eagles,• Andrew Adams,,activated from reserve/COVID-19 list
2021-08-04,Falcons,,• Sterling Hofrichter,placed on IR with undisclosed injury
2021-08-04,Giants,,• Mike Weber Jr.,placed on IR with hip flexor injury
2021-08-04,Packers,• Ray Wilborn,,activated from reserve/COVID-19 list
2021-08-04,Rams,• Chatarius Atwell / Tutu Atwell (b),,activated from reserve/COVID-19 list
2021-08-04,Saints,,• Keith Washington Jr.,placed on IR with wrist injury
2021-08-05,49ers,,• Tim Harris Jr.,placed on IR with groin injury
2021-08-05,Bills,• Ike Boettger,,activated from reserve/COVID-19 list
2021-08-05,Broncos,,• Cody Conway,placed on IR with torn ACL in knee
2021-08-05,Cardinals,• Lorenzo Burns,,activated from reserve/COVID-19 list
2021-08-05,Dolphins,• Adam Shaheen,,activated from reserve/COVID-19 list
2021-08-05,Dolphins,• Cethan Carter,,activated from reserve/COVID-19 list
2021-08-05,Dolphins,• Preston Williams,,activated from reserve/COVID-19 list
2021-08-05,Eagles,,• Nathan Meadors / Nate Meadors,placed on IR with hamstring injury
2021-08-05,Falcons,,• Jaeden Graham,placed on IR with knee injury
2021-08-05,Jets,,• Brendon White,placed on IR with undisclosed injury
2021-08-05,Rams,,• Jamil Demby,placed on IR with undisclosed injury
2021-08-05,Steelers,,• Anthony Coyle,placed on IR with shoulder injury
2021-08-05,Steelers,,• DeMarkus Acy,placed on IR with torn ACL in knee
2021-08-05,Titans,,• Greg Mabin,placed on IR with undisclosed injury
2021-08-05,Titans,,• Spencer Pulley,placed on IR with undisclosed injury
2021-08-05,Vikings,• Kirk Cousins,,activated from reserve/COVID-19 list
2021-08-05,Vikings,• Nate Stanley,,activated from reserve/COVID-19 list
2021-08-05,Washington,• Brandon Scherff,,activated from reserve/COVID-19 list
2021-08-05,Washington,• Da'Ron Payne / Daron Payne,,activated from reserve/COVID-19 list
2021-08-06,49ers,• Emmanuel Moseley,,activated from reserve/COVID-19 list
2021-08-06,49ers,• Jauan Jennings,,activated from reserve/COVID-19 list
2021-08-06,Broncos,• Jamar Johnson,,activated from reserve/COVID-19 list
2021-08-06,Chiefs,• Nick Keizer,,activated from non-football injury list
2021-08-06,Colts,,• J.J. Nelson,placed on IR with groin injury
2021-08-06,Colts,• Al-Quadin Muhammad,,activated from reserve/COVID-19 list
2021-08-06,Colts,• Julie'n Davenport / Julien Davenport,,activated from reserve/COVID-19 list
2021-08-06,Colts,• Xavier Rhodes,,activated from reserve/COVID-19 list
2021-08-06,Falcons,• Dante Fowler Jr.,,activated from reserve/COVID-19 list
2021-08-06,Jaguars,,• Daniel Thomas,placed on reserve/COVID-19 list
2021-08-06,Jaguars,• C.J. Beathard,,activated from reserve/COVID-19 list
2021-08-06,Jaguars,• C.J. Henderson,,activated from reserve/COVID-19 list
2021-08-06,Jets,• George Fant,,activated from reserve/COVID-19 list
2021-08-06,Rams,,• Dayan Lake,placed on IR with undisclosed injury
2021-08-06,Ravens,• Gus Edwards,,activated from reserve/COVID-19 list
2021-08-06,Ravens,• Lamar Jackson (Demeatrice),,activated from reserve/COVID-19 list
2021-08-06,Seahawks,• Pier-Olivier Lestage,,activated from non-football injury list
2021-08-06,Titans,• Chris Jones (b. 1995-08-13),,activated from reserve/COVID-19 list
2021-08-06,49ers,• Jaquiski Tartt,,activated from reserve/COVID-19 list
2021-08-06,49ers,,• Jaquiski Tartt,placed on physically unable to perform list
2021-08-07,Browns,,• Tre Harbison,placed on IR with concussion
2021-08-07,Chiefs,,• Darryl Williams (b. 1997-06-10),placed on reserve/COVID-19 list
2021-08-07,Eagles,• Alex Singleton,,activated from reserve/COVID-19 list
2021-08-07,Falcons,,• Jeff Badet,placed on IR with undisclosed injury
2021-08-07,Giants,,• Levine Toilolo,placed on IR with Achilles tendon injury
2021-08-07,Lions,,• Nick Williams (b. 1990-02-21),placed on reserve/COVID-19 list
2021-08-07,Patriots,,• Dalton Keene (b. 1999-04-14),placed on IR with knee injury
2021-08-07,Patriots,,• Raekwon McMillan,placed on IR with torn ACL in knee
2021-08-07,Patriots,• Devin Asiasi,,activated from reserve/COVID-19 list
2021-08-07,Titans,,• Cody Hollister,placed on IR with ankle injury
2021-08-08,Cardinals,,• Xavier Williams,placed on IR with right foot injury
2021-08-08,Cardinals,• Deion Calhoun / Shaq Calhoun,,activated from reserve/COVID-19 list
2021-08-08,Cardinals,• Rico Gafford,,activated from reserve/COVID-19 list
2021-08-09,Bears,• Christian Jones (b. 1991-02-18),,activated from reserve/COVID-19 list
2021-08-09,Bears,• Elijah Wilkinson,,activated from reserve/COVID-19 list
2021-08-09,Bears,• Patrick Scales,,activated from reserve/COVID-19 list
2021-08-09,Buccaneers,• Cameron Brate,,activated from physically unable to perform list
2021-08-09,Cardinals,,• Bruno Labelle,placed on IR with undisclosed injury
2021-08-09,Colts,,• Gary Jennings,placed on IR with undisclosed injury
2021-08-09,Eagles,• Matt Leo (a),,activated from reserve/COVID-19 list
2021-08-09,Falcons,,• Deadrin Senat,placed on IR with undisclosed injury
2021-08-09,Falcons,• Kaleb McGary,,activated from physically unable to perform list
2021-08-09,Falcons,• Willie Wright (b. 1996-02-25),,activated from reserve/COVID-19 list
2021-08-09,Giants,• Oshane Ximines,,activated from physically unable to perform list
2021-08-09,Giants,• Saquon Barkley,,activated from physically unable to perform list
2021-08-09,Lions,• Jalen Reeves-Maybin,,activated from reserve/COVID-19 list
2021-08-09,Packers,• Dominique Dafney,,activated from physically unable to perform list
2021-08-09,Panthers,,• Austin Larkin,placed on IR with undisclosed injury
2021-08-09,Panthers,• Stephen Sullivan,,activated from reserve/COVID-19 list
2021-08-09,Ravens,• Ronnie Stanley,,activated from physically unable to perform list
2021-08-09,Texans,• Greg Howell / Buddy Howell,,activated from reserve/COVID-19 list
2021-08-09,Texans,• Taywan Taylor,,activated from reserve/COVID-19 list
2021-08-09,Washington,• Curtis Samuel,,activated from reserve/COVID-19 list
2021-08-09,Giants,• (Orlando) Ryan Anderson,,activated from non-football injury list
2021-08-10,Bears,• Eddie Jackson (b. 1993-12-10),,activated from non-football injury list
2021-08-10,Bengals,• Larry Ogunjobi,,activated from physically unable to perform list
2021-08-10,Bills,,• Marquel Lee,placed on reserve/COVID-19 list
2021-08-10,Bills,• Jerry Hughes,,activated from non-football injury list
2021-08-10,Chargers,• John Hurst,,activated from physically unable to perform list
2021-08-10,Chiefs,• Darryl Williams (b. 1997-06-10),,activated from reserve/COVID-19 list
2021-08-10,Cowboys,• Amari Cooper,,activated from physically unable to perform list
2021-08-10,Dolphins,• Mike Gesicki,,activated from reserve/COVID-19 list
2021-08-10,Eagles,,• Obi Melifonwu,placed on IR with undisclosed injury
2021-08-10,Giants,• Rysen John,,activated from reserve/COVID-19 list
2021-08-10,Jets,,• Teton Saltes,placed on IR with knee injury
2021-08-10,Steelers,,• Calvin Taylor Jr.,placed on IR with undisclosed injury
2021-08-10,Texans,• Geron Christian,,activated from reserve/COVID-19 list
2021-08-10,Vikings,• Kellen Mond,,activated from reserve/COVID-19 list
2021-08-11,Cardinals,,• Andy Isabella,placed on reserve/COVID-19 list
2021-08-11,Eagles,,• Michael Walker (b. 1996-10-29),placed on IR with right let/foot injury
2021-08-11,Raiders,,• Trey Quinn,placed on IR with undisclosed injury
2021-08-11,Raiders,• Divine Deablo,,activated from physically unable to perform list
2021-08-11,Texans,,• Bradley Roby,placed on reserve/COVID-19 list
2021-08-11,Titans,,• Donnie Ernsberger,placed on IR with undisclosed injury
2021-08-11,Vikings,• Myron Mitchell,,activated from reserve/COVID-19 list
2021-08-11,49ers,• Tim Harris Jr.,,activated from IR
2021-08-11,Giants,• Derrick Dillon,,activated from IR
2021-08-11,Panthers,• Delano Hill,,activated from reserve/COVID-19 list
2021-08-12,49ers,,• Tony Jefferson,placed on IR with groin injury
2021-08-12,Bills,• Dion Dawkins,,activated from reserve/COVID-19 list
2021-08-12,Cardinals,,• Charles Washington (b. 1993-03-10),placed on reserve/COVID-19 list
2021-08-12,Cardinals,,• Darrell Daniels,placed on reserve/COVID-19 list
2021-08-12,Cardinals,,• James Conner,placed on reserve/COVID-19 list
2021-08-12,Cardinals,,• Leki Fotu,placed on reserve/COVID-19 list
2021-08-12,Jets,,• Alex Lewis (b. 1992-04-21),placed on IR
2021-08-12,Lions,,• Michael Warren II / Mike Warren II,placed on IR with undisclosed injury
2021-08-12,Packers,• Isaiah McDuffie,,activated from non-football injury list
2021-08-12,Packers,• Kevin King,,activated from non-football injury list
2021-08-12,Packers,• Kingsley Keke,,activated from non-football injury list
2021-08-12,Saints,,• Jalen McCleskey,placed on IR with hamstring injury
2021-08-12,Colts,• Gary Jennings,,activated from IR
2021-08-12,Jets,• Brendon White,,activated from IR
2021-08-13,Bears,• Eddie Goldman,,activated from reserve/COVID-19 list
2021-08-13,Buccaneers,,• Sam Renner,placed on IR with undisclosed injury
2021-08-13,Packers,,• Randy Ramsey,placed on IR with ankle injury
2021-08-13,Texans,,• Laremy Tunsil,placed on reserve/COVID-19 list
2021-08-13,Texans,,• Roderick Johnson,placed on reserve/COVID-19 list
2021-08-13,Texans,,• Tytus Howard,placed on reserve/COVID-19 list
2021-08-13,Titans,,• Adam Coon,placed on IR with undisclosed injury
2021-08-13,Titans,• Donnie Ernsberger,,activated from IR
2021-08-13,Eagles,• Nathan Meadors / Nate Meadors,,activated from IR
2021-08-13,Giants,• Mike Weber Jr.,,activated from IR
2021-08-13,Saints,• Keith Washington Jr.,,activated from IR
2021-08-14,Bears,,• Thomas Ives,placed on IR with glute injury
2021-08-14,Eagles,• Le'Raven Clark,,activated from physically unable to perform list
2021-08-14,Saints,,• Quentin Poling,placed on IR with undisclosed injury
2021-08-14,Steelers,• Calvin Taylor Jr.,,activated from IR
2021-08-15,Jaguars,• Taven Bryan,,activated from reserve/COVID-19 list
2021-08-15,Patriots,• Chase Winovich,,activated from physically unable to perform list
2021-08-15,Titans,,• B.J. Bello,placed on IR with ankle injury
2021-08-16,Broncos,• Baron Browning,,activated from physically unable to perform list
2021-08-16,Browns,,• Ryan Switzer,placed on IR with foot injury
2021-08-16,Browns,,• Stephen Carlson,placed on IR with knee injury
2021-08-16,Cardinals,• Charles Washington (b. 1993-03-10),,activated from reserve/COVID-19 list
2021-08-16,Cardinals,• Darrell Daniels,,activated from reserve/COVID-19 list
2021-08-16,Cardinals,• James Conner,,activated from reserve/COVID-19 list
2021-08-16,Cardinals,• Leki Fotu,,activated from reserve/COVID-19 list
2021-08-16,Falcons,,• J'Mon Moore,placed on IR with undisclosed injury
2021-08-16,Giants,,• Joshua Kalu,placed on IR with torn pectoral muscle
2021-08-16,Giants,,• Kyle Murphy (b. 1998-05-18),placed on IR with ankle injury
2021-08-16,Giants,,• T.J. Brunson,placed on IR with torn ACL in knee
2021-08-16,Jets,• Quinnen Williams,,activated from physically unable to perform list
2021-08-16,Lions,,• Evan Boehm,placed on IR with undisclosed injury
2021-08-16,Packers,• Will Redmond,,activated from non-football injury list
2021-08-16,Packers,• Za'Darius Smith,,activated from non-football injury list
2021-08-16,Raiders,• Daniel Carlson,,activated from reserve/COVID-19 list
2021-08-16,Ravens,,• Iman Lewis-Marshall / Iman Marshall,placed on IR with knee injury
2021-08-16,Ravens,,• Khalil Dorsey,placed on IR with undisclosed injury
2021-08-16,Saints,,• KeiVarae Russell,placed on reserve/COVID-19 list
2021-08-16,Saints,,• Kyle Murphy (Neil),placed on IR with undisclosed injury
2021-08-16,Texans,• Bradley Roby,,activated from reserve/COVID-19 list
2021-08-16,Titans,,• Kevin Peterson (Lamont),placed on IR with undisclosed injury
2021-08-16,Cardinals,• Xavier Williams,,activated from IR
