,avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,recTouchdowns,receptions,targets,yards,player_x,playerName,position,teamId,season,player_clean,team_abbr,total_round_trip_miles,birth_date,turf_percentage,player_y,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty
169,5.960425532,3.20991653,11.54958333,3.148719228,2.910344828,-0.299571703,60.41666667,12.47794224,4,29,48,353,"{'season': 2019, 'currentTeamId': '0810', 'displayName': 'Taylor Gabriel', 'esbId': 'GAB627060', 'firstName': 'Taylor', 'footballName': 'Taylor', 'gsisId': '00-0031228', 'gsisItId': 42016, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/nc4aoax8j5mnnrjewu7p', 'jerseyNumber': 18, 'lastName': 'Gabriel', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Gabriel', 'smartId': '32004741-4262-7060-f2df-7bd304949774', 'status': 'INA', 'uniformNumber': '18', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",taylor gabriel,WR,810,2019,taylor gabriel,CHI,12475.30377,1991-02-17,0.125,Taylor Gabriel,445,0.033500705,0.4952418193154455,28,67.0,167.0,
171,5.939375,4.892278819,16.08173913,2.621448716,4.228055556,-0.664223263,52.17391304,17.37967328,6,36,69,645,"{'season': 2019, 'currentTeamId': '4900', 'displayName': 'Breshad Perriman', 'esbId': 'PER440170', 'firstName': 'Breshad', 'footballName': 'Breshad', 'gsisId': '00-0032054', 'gsisItId': 42369, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bne5jiks934q5elln42g', 'jerseyNumber': 19, 'lastName': 'Perriman', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'B.Perriman', 'smartId': '32005045-5244-0170-6920-f60eb457c1fb', 'status': 'ACT', 'uniformNumber': '19'}",breshad perriman,WR,4900,2019,breshad perriman,TB,15718.19533,1993-09-10,0.25,Breshad Perriman,645,0.061617047,0.4875381621947024,25,74.0,215.0,
176,5.86925,4.183096278,12.5788764,3.209023802,4.874655172,0.691558895,65.16853933,23.8589163,7,58,89,860,"{'season': 2019, 'currentTeamId': '2310', 'displayName': 'Tyreek Hill', 'esbId': 'HIL628694', 'firstName': 'Tyreek', 'footballName': 'Tyreek', 'gsisId': '00-0033040', 'gsisItId': 43454, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/daheq1ssy3lui6kxtudq', 'jerseyNumber': 10, 'lastName': 'Hill', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Hill', 'smartId': '32004849-4c62-8694-8490-45499711dee4', 'status': 'ACT', 'uniformNumber': '10'}",tyreek hill,WR,2310,2019,tyreek hill,KC,13548.70984,1994-03-01,0.5625,Tyreek Hill,750,0.0067814034,0.5243626998352434,25,70.0,185.0,
178,5.843478261,3.404868052,7.062297297,3.189910533,3.500612245,0.095744193,66.21621622,9.732827271,1,49,74,446,"{'season': 2019, 'currentTeamId': '0200', 'displayName': 'Russell Gage', 'esbId': 'GAG130654', 'firstName': 'Russell', 'footballName': 'Russell', 'gsisId': '00-0034411', 'gsisItId': 46263, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/rb1fovzilcbbmdqx8ad0', 'jerseyNumber': 83, 'lastName': 'Gage', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Gage', 'smartId': '32004741-4713-0654-eda3-03cdf234354d', 'status': 'ACT', 'uniformNumber': '83'}",russell gage,WR,200,2019,russell gage,ATL,13627.09298,1996-01-22,0.6875,Russell Gage,516,0.018785335,0.5314770919332645,23,72.0,184.0,
185,5.778484848,5.170535641,7.193454545,3.387950714,7.066944444,1.896408804,65.45454545,8.707901027,2,36,55,418,"{'season': 2019, 'currentTeamId': '2120', 'displayName': 'Jordan Akins', 'esbId': 'AKI501776', 'firstName': 'Jordan', 'footballName': 'Jordan', 'gsisId': '00-0034364', 'gsisItId': 46167, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/eddkhw9lpz2lslot4aoj', 'jerseyNumber': 88, 'lastName': 'Akins', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Akins', 'smartId': '3200414b-4950-1776-ed8f-713681e78d61', 'status': 'INA', 'uniformNumber': '88', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",jordan akins,TE,2120,2019,jordan akins,HOU,14809.98987,1992-04-19,0.1875,Jordan Akins,655,0.006193194,0.5343997248022015,27,76.0,243.0,
189,5.736888889,3.878387518,9.713913043,3.163584991,4.9153125,1.036924982,69.56521739,11.83769922,1,32,46,359,"{'season': 2019, 'currentTeamId': '3800', 'displayName': 'Damiere Byrd', 'esbId': 'BYR127180', 'firstName': 'Damiere', 'footballName': 'Damiere', 'gsisId': '00-0031868', 'gsisItId': 42899, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/sjanlnrsiibsloqhusfr', 'jerseyNumber': 14, 'lastName': 'Byrd', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Byrd', 'smartId': '32004259-5212-7180-f659-822413a5f5b7', 'status': 'ACT', 'uniformNumber': '14'}",damiere byrd,WR,3800,2019,damiere byrd,ARI,21850.53193,1993-01-27,0.1875,Damiere Byrd,455,0.004881634,0.515657249742002,26,69.0,180.0,
191,5.717236842,4.548126994,10.33858824,3.118524861,4.438461538,-0.109665455,61.17647059,19.77951239,2,52,85,656,"{'season': 2019, 'currentTeamId': '0810', 'displayName': 'Anthony Miller', 'esbId': 'MIL140090', 'firstName': 'Anthony', 'footballName': 'Anthony', 'gsisId': '00-0034353', 'gsisItId': 46120, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bd1p24ouboy5l6aqelbc', 'jerseyNumber': 17, 'lastName': 'Miller', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Miller', 'smartId': '32004d49-4c14-0090-2d8a-386614adf145', 'status': 'ACT', 'uniformNumber': '17'}",anthony miller,WR,810,2019,anthony miller,CHI,12475.30377,1994-10-09,0.125,Anthony Miller,686,0.033500705,0.4952418193154455,24,71.0,199.0,
195,5.683943662,3.866232032,9.175882353,2.835081643,3.5497,-0.316532032,65.35947712,31.78366704,6,100,153,1117,"{'season': 2019, 'currentTeamId': '3200', 'displayName': 'Julian Edelman', 'esbId': 'EDE425791', 'firstName': 'Julian', 'footballName': 'Julian', 'gsisId': '00-0027150', 'gsisItId': 34683, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/u0hbuo2bsvtlg7lnxm43', 'jerseyNumber': 11, 'lastName': 'Edelman', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Edelman', 'smartId': '32004544-4542-5791-52f0-bc67f5a8aae9', 'status': 'ACT', 'uniformNumber': '11'}",julian edelman,WR,3200,2019,julian edelman,NE,10121.62254,1986-05-22,0.125,Julian Edelman,1058,0.04606132,0.4674378781440337,33,70.0,200.0,
200,5.644428571,5.189669199,5.807325581,3.043334303,6.227241379,1.03757218,67.44186047,10.24253288,5,58,86,607,"{'season': 2019, 'currentTeamId': '3700', 'displayName': 'Dallas Goedert', 'esbId': 'GOE595520', 'firstName': 'Dallas', 'footballName': 'Dallas', 'gsisId': '00-0034351', 'gsisItId': 46118, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bekz0emretqdor3engkr', 'jerseyNumber': 88, 'lastName': 'Goedert', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Goedert', 'smartId': '3200474f-4559-5520-b7af-5e002aedafbb', 'status': 'ACT', 'uniformNumber': '88'}",dallas goedert,TE,3700,2019,dallas goedert,PHI,10341.24902,1995-01-03,0.3125,Dallas Goedert,832,0.044405393,0.4568435217224144,24,77.0,256.0,
207,5.51484375,3.751833564,13.25729323,2.583158398,4.594054054,0.84222049,55.63909774,38.59161465,4,74,133,1035,"{'season': 2019, 'currentTeamId': '1050', 'displayName': 'Odell Beckham', 'esbId': 'BEC573252', 'firstName': 'Odell', 'footballName': 'Odell', 'gsisId': '00-0031235', 'gsisItId': 41238, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/yzjnhcodduxtsqobvmpe', 'jerseyNumber': 13, 'lastName': 'Beckham', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'O.Beckham Jr.', 'smartId': '32004245-4357-3252-264b-1da3e93d2745', 'status': 'ACT', 'suffix': 'Jr.', 'uniformNumber': '13'}",odell beckham,WR,1050,2019,odell beckham,CLE,13418.22246,1992-11-05,0.0625,,993,-0.011796974,0.518047761867905,26,71.0,198.0,
208,5.512325581,3.841708671,7.198723404,2.913437429,3.466486486,-0.375222184,78.72340426,8.926399548,2,37,47,374,"{'season': 2019, 'currentTeamId': '2100', 'displayName': 'Adam Humphries', 'esbId': 'HUM721507', 'firstName': 'Adam', 'footballName': 'Adam', 'gsisId': '00-0032009', 'gsisItId': 43010, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/k0vkjiqxo1qntcqye1p3', 'jerseyNumber': 10, 'lastName': 'Humphries', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Humphries', 'smartId': '32004855-4d72-1507-4b02-e4f7666b5805', 'status': 'ACT', 'uniformNumber': '10'}",adam humphries,WR,2100,2019,adam humphries,TEN,14043.33279,1993-06-24,0.125,Adam Humphries,388,0.044406664,0.529395922727355,26,71.0,195.0,
212,5.430212766,5.512180121,11.38021277,2.397657302,6.007037037,0.494856916,57.44680851,11.41367669,1,27,47,426,"{'season': 2019, 'currentTeamId': '4600', 'displayName': 'Josh Gordon', 'esbId': 'GOR190310', 'firstName': 'Josh', 'footballName': 'Josh', 'gsisId': '00-0029664', 'gsisItId': 39646, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/atwcq5nczzb5k85fince', 'jerseyNumber': 10, 'lastName': 'Gordon', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Gordon', 'smartId': '3200474f-5219-0310-af1f-30d8c9d32e21', 'status': 'SUS', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",josh gordon,WR,4600,2019,josh gordon,SEA,35553.16235,1991-04-13,0.5625,Josh Gordon,456,0.005700142,0.5306886156021863,28,75.0,225.0,
213,5.421111111,2.227854575,7.151636364,2.570152218,2.779444444,0.551589869,65.45454545,6.160665341,4,36,55,311,"{'season': 2019, 'currentTeamId': '4900', 'displayName': 'Cameron Brate', 'esbId': 'BRA663798', 'firstName': 'Cameron', 'footballName': 'Cameron', 'gsisId': '00-0031273', 'gsisItId': 42033, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/og8g0lqdnbrwcbmjwbfu', 'jerseyNumber': 84, 'lastName': 'Brate', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Brate', 'smartId': '32004252-4166-3798-c2b3-ef206ba23ba8', 'status': 'ACT', 'uniformNumber': '84'}",cameron brate,TE,4900,2019,cameron brate,TB,15718.19533,1991-07-03,0.25,Cameron Brate,431,0.061617047,0.4875381621947024,28,77.0,245.0,
215,5.390392157,5.346033977,7.117083333,3.531383293,5.391162791,0.045128813,59.72222222,13.01614476,4,43,72,448,"{'season': 2019, 'currentTeamId': '2200', 'displayName': 'Jack Doyle', 'esbId': 'DOY403968', 'firstName': 'John', 'footballName': 'Jack', 'gsisId': '00-0030181', 'gsisItId': 40641, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/obbagomjnsgsyxrsolfb', 'jerseyNumber': 84, 'lastName': 'Doyle', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Doyle', 'smartId': '3200444f-5940-3968-7855-934761d8ebfe', 'status': 'ACT', 'uniformNumber': '84'}",jack doyle,TE,2200,2019,jack doyle,IND,11926.73936,1990-05-05,0.625,Jack Doyle,798,0.052795835,0.4919872828517372,29,78.0,262.0,
225,5.271041667,4.420150617,8.563269231,3.256236562,4.630357143,0.210206525,53.84615385,13.06038768,1,28,52,297,"{'season': 2019, 'currentTeamId': '1400', 'displayName': 'DaeSean Hamilton', 'esbId': 'HAM200565', 'firstName': 'DaeSean', 'footballName': 'DaeSean', 'gsisId': '00-0034370', 'gsisItId': 46182, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/iz3vfnnc3rwi6mpdsvia', 'jerseyNumber': 17, 'lastName': 'Hamilton', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Hamilton', 'smartId': '32004841-4d20-0565-a51e-2028f6290d41', 'status': 'ACT', 'uniformNumber': '17'}",daesean hamilton,WR,1400,2019,daesean hamilton,DEN,13782.74332,1995-03-10,0.25,DaeSean Hamilton,653,0.025272379,0.5075706269349846,24,73.0,206.0,
242,5.050625,4.348480393,5.464375,2.896780837,5.344411765,0.995931371,70.83333333,5.772913154,7,34,48,341,"{'season': 2019, 'currentTeamId': '2120', 'displayName': 'Darren Fells', 'esbId': 'FEL484741', 'firstName': 'Darren', 'footballName': 'Darren', 'gsisId': '00-0029738', 'gsisItId': 39907, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/k9wphsxmikgerwiokwzi', 'jerseyNumber': 87, 'lastName': 'Fells', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Fells', 'smartId': '32004645-4c48-4741-3cde-85c41f8d14ee', 'status': 'ACT', 'uniformNumber': '87'}",darren fells,TE,2120,2019,darren fells,HOU,14809.98987,1986-04-22,0.1875,Darren Fells,882,0.006193194,0.5343997248022015,33,79.0,270.0,
247,4.960862069,4.51171497,13.48765625,2.61973489,5.038809524,0.527094553,65.625,26.56880971,6,42,64,651,"{'season': 2019, 'currentTeamId': '2520', 'displayName': 'Tyrell Williams', 'esbId': 'WIL547641', 'firstName': 'Tyrell', 'footballName': 'Tyrell', 'gsisId': '00-0032160', 'gsisItId': 43090, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/knhalhbzfbwtsvdav0q8', 'jerseyNumber': 16, 'lastName': 'Williams', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Williams', 'smartId': '32005749-4c54-7641-fdca-10f8368b7b2e', 'status': 'ACT', 'uniformNumber': '16'}",tyrell williams,WR,2520,2019,tyrell williams,OAK,"30,810.65",1992-02-12,0.25,Tyrell Williams,727,0.04344977,0.4825246710526316,27,76.0,205.0,
256,4.540338983,2.495263626,14.3445,2.125521711,2.42,-0.075263626,53.33333333,16.16743183,3,32,60,428,"{'season': 2019, 'currentTeamId': '2700', 'displayName': 'Preston Williams', 'esbId': 'WIL469697', 'firstName': 'Preston', 'footballName': 'Preston', 'gsisId': '00-0035350', 'gsisItId': 48480, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/abp66jqwr4j6lww3t5i6', 'jerseyNumber': 18, 'lastName': 'Williams', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'P.Williams', 'smartId': '32005749-4c46-9697-124a-eb66b52308ae', 'status': 'RES', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",preston williams,WR,2700,2019,preston williams,MIA,17539.3791,1997-03-27,0.3125,Preston Williams,404,-0.017665174,0.4689797794117647,22,77.0,218.0,
257,4.45975,4.594862036,9.4782,2.844542227,5.597142857,1.002280821,56.0,10.51600334,2,28,50,388,"{'season': 2019, 'currentTeamId': '0610', 'displayName': 'Dawson Knox', 'esbId': 'KNO490795', 'firstName': 'Dawson', 'footballName': 'Dawson', 'gsisId': '00-0035689', 'gsisItId': 47879, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/zdroobetjkebjvzzu8sq', 'jerseyNumber': 88, 'lastName': 'Knox', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Knox', 'smartId': '32004b4e-4f49-0795-942a-0c363ee9b439', 'status': 'ACT', 'uniformNumber': '88'}",dawson knox,TE,610,2019,dawson knox,BUF,11158.06649,1996-11-14,0.6875,Dawson Knox,705,0.019048922,0.4605743742285356,22,76.0,254.0,
258,4.337446809,3.547760594,15.344375,2.173501235,3.8,0.252239406,54.16666667,36.72577955,5,52,96,779,"{'season': 2019, 'currentTeamId': '3430', 'displayName': 'Robby Anderson', 'esbId': 'AND460305', 'firstName': 'Robby', 'footballName': 'Robby', 'gsisId': '00-0032688', 'gsisItId': 43808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/vtqf5f1ti4ojfjggm388', 'jerseyNumber': 11, 'lastName': 'Anderson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'Ro.Anderson', 'smartId': '3200414e-4446-0305-58a8-61667bde4206', 'status': 'ACT', 'uniformNumber': '11'}",robby anderson,WR,3430,2019,robby anderson,NYJ,6786.4375,1993-05-09,0.5625,Robby Anderson,927,0.005515216,0.4572610294117647,26,75.0,190.0,
260,7.455670103,3.876105687,13.7479,3.265744792,4.845344828,0.969239141,58.0,39.29655567,8,58,100,769,"{'season': 2020, 'currentTeamId': '0325', 'displayName': 'Marquise Brown', 'esbId': 'BRO413218', 'firstName': 'Marquise', 'footballName': 'Marquise', 'gsisId': '00-0035662', 'gsisItId': 47808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/zsfjardpwq8fw0jr2cnf', 'jerseyNumber': 15, 'lastName': 'Brown', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Brown', 'smartId': '32004252-4f41-3218-bf76-54f4042e0396', 'status': 'ACT', 'uniformNumber': '15'}",marquise brown,WR,325,2020,marquise brown,BAL,8024.270075,1997-06-04,0.0625,Marquise Brown,914,0.0696412,0.4988676757252608,23,69.0,170.0,
261,7.141666667,5.614923543,7.708,3.423245681,6.172702703,0.55777916,67.27272727,10.4288487,3,37,55,394,"{'season': 2020, 'currentTeamId': '3430', 'displayName': 'Braxton Berrios', 'esbId': 'BER456050', 'firstName': 'Braxton', 'footballName': 'Braxton', 'gsisId': '00-0034419', 'gsisItId': 46279, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/iduydmfnwwumvdkafogu', 'jerseyNumber': 10, 'lastName': 'Berrios', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'B.Berrios', 'smartId': '32004245-5245-6050-b9d8-8b288006bd46', 'status': 'ACT', 'uniformNumber': '10'}",braxton berrios,WR,3430,2020,braxton berrios,NYJ,21108.92106,1995-10-06,0.875,Braxton Berrios,290,0.027098445,0.5813607241142071,24,69.0,190.0,
262,7.064571429,4.13510729,6.410253165,3.311375513,5.222068966,1.086961676,73.41772152,10.52295826,5,58,79,600,"{'season': 2020, 'currentTeamId': '2250', 'displayName': 'Laviska Shenault', 'esbId': 'SHE458893', 'firstName': 'Laviska', 'footballName': 'Laviska', 'gsisId': '00-0036268', 'gsisItId': 52450, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/mmx64blok0j1a5e9zhww', 'jerseyNumber': 10, 'lastName': 'Shenault', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'L.Shenault Jr.', 'smartId': '32005348-4545-8893-4e8b-5724302de088', 'status': 'ACT', 'uniformNumber': '10'}",laviska shenault,WR,2250,2020,laviska shenault,JAX,15434.58898,1998-10-05,0.1875,,585,0.09309268,0.5273948120915033,21,73.0,220.0,
263,6.963589744,5.830800154,16.91953488,3.34740267,5.998076923,0.167276769,60.46511628,16.75838161,2,26,43,452,"{'season': 2020, 'currentTeamId': '2520', 'displayName': 'Henry Ruggs', 'esbId': 'RUG318217', 'firstName': 'Henry', 'footballName': 'Henry', 'gsisId': '00-0036357', 'gsisItId': 52420, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/qgyu27brqcvyquh7btov', 'jerseyNumber': 11, 'lastName': 'Ruggs', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'H.Ruggs', 'smartId': '32005255-4731-8217-5970-b4a47789eeaf', 'status': 'ACT', 'uniformNumber': '11'}",henry ruggs,WR,2520,2020,henry ruggs,LV,24146.69033,1999-01-24,0.25,,581,0.048290774,0.5318519951840385,21,72.0,190.0,
264,6.951458333,6.475281806,10.93416667,3.524658653,8.1090625,1.633780694,66.66666667,14.5610112,1,32,48,477,"{'season': 2020, 'currentTeamId': '5110', 'displayName': 'Cam Sims', 'esbId': 'SIM667389', 'firstName': 'Cam', 'footballName': 'Cam', 'gsisId': '00-0034104', 'gsisItId': 46362, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/dpybr24pjtonx4gvb1qv', 'jerseyNumber': 89, 'lastName': 'Sims', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Sims', 'smartId': '32005349-4d66-7389-635d-47b12e2ab8b9', 'status': 'ACT', 'uniformNumber': '89'}",cam sims,WR,5110,2020,cam sims,WAS,13707.10152,1996-01-06,0.1875,Cam Sims,711,0.05083388,0.4621299500192234,24,77.0,214.0,
268,6.78,4.009703099,12.29195652,2.411305685,4.483076923,0.473373824,70.65217391,28.83890547,5,65,92,984,"{'season': 2020, 'currentTeamId': '2100', 'displayName': 'Corey Davis', 'esbId': 'DAV247957', 'firstName': 'Corey', 'footballName': 'Corey', 'gsisId': '00-0033871', 'gsisItId': 44817, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/x8g1t1ngums0fvu82aqi', 'jerseyNumber': 84, 'lastName': 'Davis', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Davis', 'smartId': '32004441-5624-7957-ef31-0e38b3301e4b', 'status': 'ACT', 'uniformNumber': '84'}",corey davis,WR,2100,2020,corey davis,TEN,9106.518273,1995-01-11,0.125,Corey Davis,751,0.10302499,0.4691376292519071,25,75.0,209.0,
271,6.68,2.892812606,9.5078,3.48488347,3.855882353,0.963069747,68.0,14.56558173,4,34,50,448,"{'season': 2020, 'currentTeamId': '3300', 'displayName': ""Tre'Quan Smith"", 'esbId': 'SMI764556', 'firstName': ""Tre'Quan"", 'footballName': ""Tre'Quan"", 'gsisId': '00-0034765', 'gsisItId': 46160, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/kahblkco0b8ustozftur', 'jerseyNumber': 10, 'lastName': 'Smith', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Smith', 'smartId': '3200534d-4976-4556-d545-e418d85634bb', 'status': 'ACT', 'uniformNumber': '10'}",tre'quan smith,WR,3300,2020,tre'quan smith,NO,14008.62707,1996-01-07,0.625,Tre'Quan Smith,706,0.08150795,0.4756144173068837,24,74.0,210.0,
277,6.589245283,3.566878882,10.11777778,3.146773974,4.798888889,1.232010007,66.66666667,12.85782869,1,36,54,373,"{'season': 2020, 'currentTeamId': '2700', 'displayName': 'Jakeem Grant', 'esbId': 'GRA443889', 'firstName': 'Jakeem', 'footballName': 'Jakeem', 'gsisId': '00-0032791', 'gsisItId': 43475, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/mwkqkktel8zofue74uvl', 'jerseyNumber': 19, 'lastName': 'Grant', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Grant', 'smartId': '32004752-4144-3889-2927-1b651b380f48', 'status': 'INA', 'uniformNumber': '19', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",jakeem grant,WR,2700,2020,jakeem grant,MIA,24425.94498,1992-10-30,0.125,Jakeem Grant,370,0.0753505,0.4562841309769522,27,67.0,169.0,
278,6.579012346,3.102783424,11.38920455,3.260938638,3.462727273,0.359943849,62.5,20.82627695,5,55,88,642,"{'season': 2020, 'currentTeamId': '2250', 'displayName': 'Keelan Cole', 'esbId': 'COL130738', 'firstName': 'Keelan', 'footballName': 'Keelan', 'gsisId': '00-0033681', 'gsisItId': 45555, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/m8dbxvxhubsmkfwv4dfe', 'jerseyNumber': 84, 'lastName': 'Cole', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Cole Sr.', 'smartId': '3200434f-4c13-0738-9b9e-38aa1121bdd9', 'status': 'ACT', 'uniformNumber': '84'}",keelan cole,WR,2250,2020,keelan cole,JAX,15434.58898,1993-04-20,0.1875,Keelan Cole,785,0.09309268,0.5273948120915033,27,73.0,194.0,
288,6.432755906,4.811136186,9.594338235,2.882738763,5.475157895,0.664021709,69.85294118,32.63845636,3,95,136,1093,"{'season': 2020, 'currentTeamId': '0750', 'displayName': 'Robby Anderson', 'esbId': 'AND460305', 'firstName': 'Robby', 'footballName': 'Robby', 'gsisId': '00-0032688', 'gsisItId': 43808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ew3fzelndoialgn6a2ra', 'jerseyNumber': 11, 'lastName': 'Anderson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Anderson', 'smartId': '3200414e-4446-0305-58a8-61667bde4206', 'status': 'ACT', 'uniformNumber': '11'}",robby anderson,WR,750,2020,robby anderson,CAR,12642.02966,1993-05-09,0.3125,Robby Anderson,805,0.056065865,0.5279175266597868,27,75.0,190.0,
289,6.428018868,3.244749659,12.045,2.47992286,4.621492537,1.376742878,62.03703704,27.29126544,6,67,108,908,"{'season': 2020, 'currentTeamId': '0920', 'displayName': 'Tee Higgins', 'esbId': 'HIG387791', 'firstName': 'Tamaurice', 'footballName': 'Tee', 'gsisId': '00-0036410', 'gsisItId': 52441, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/xcymtg1vdkbntbzlmbrw', 'jerseyNumber': 85, 'lastName': 'Higgins', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Higgins', 'smartId': '32004849-4738-7791-9f89-d556c4b59b9a', 'status': 'ACT', 'uniformNumber': '85'}",tee higgins,WR,920,2020,tee higgins,CIN,7505.353931,1999-01-18,0.0625,Tee Higgins,805,0.043029454,0.5099571078431373,21,76.0,210.0,
