,avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,recTouchdowns,receptions,targets,yards,player_x,playerName,position,teamId,season,player_clean,team_abbr,total_round_trip_miles,birth_date,turf_percentage,player_y,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty
481,5.7815625,4.773578914,6.619423077,3.351918211,5.625142857,0.851563943,67.30769231,7.315429966,0,35,52,408,"{'season': 2021, 'currentTeamId': '2250', 'displayName': 'Dan Arnold', 'esbId': 'ARN413883', 'firstName': 'Daniel', 'footballName': 'Dan', 'gsisId': '00-0034011', 'gsisItId': 45785, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/rotbubimax9ynluqflao', 'jerseyNumber': 85, 'lastName': 'Arnold', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Arnold', 'smartId': '32004152-4e41-3883-2521-46a3b5976b3b', 'status': 'RES', 'uniformNumber': '85', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",dan arnold,TE,2250,2021,dan arnold,JAX,18183.73328,1995-03-15,0.411764706,Dan Arnold,363,0.026141085,0.508349593707452,26,78.0,220.0,
491,5.6126,2.002534943,13.66627451,2.657046184,3.201785714,1.199250772,54.90196078,16.29436367,1,28,51,449,"{'season': 2021, 'currentTeamId': '3430', 'displayName': 'Keelan Cole', 'esbId': 'COL130738', 'firstName': 'Keelan', 'footballName': 'Keelan', 'gsisId': '00-0033681', 'gsisItId': 45555, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/boajq2m1njwe88c23lpd', 'jerseyNumber': 88, 'lastName': 'Cole', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Cole', 'smartId': '3200434f-4c13-0738-9b9e-38aa1121bdd9', 'status': 'ACT', 'uniformNumber': '88', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",keelan cole,WR,3430,2021,keelan cole,NYJ,13005.03202,1993-04-20,0.764705882,Keelan Cole,557,-0.007971469,0.5025814247267535,28,73.0,194.0,
498,5.4525,3.176982086,5.823417722,3.267817047,4.1995,1.022517914,75.94936709,10.5425138,7,60,79,497,"{'season': 2021, 'currentTeamId': '3900', 'displayName': 'Pat Freiermuth', 'esbId': 'FRE439769', 'firstName': 'Pat', 'footballName': 'Pat', 'gsisId': '00-0036894', 'gsisItId': 53484, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/mcmq0fne7lzmd4ymuonx', 'jerseyNumber': 88, 'lastName': 'Freiermuth', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'P.Freiermuth', 'smartId': '32004652-4543-9769-d771-bdf1de25cd8b', 'status': 'ACT', 'uniformNumber': '88', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",pat freiermuth,TE,3900,2021,pat freiermuth,PIT,11327.77516,1998-10-25,0.235294118,Pat Freiermuth,714,0.028189132,0.5249673748641757,22,77.0,258.0,
504,5.328039216,4.176829434,10.37526316,2.730466172,4.197368421,0.020538987,66.66666667,15.00818434,4,38,57,476,"{'season': 2021, 'currentTeamId': '2100', 'displayName': 'Nick Westbrook-Ikhine', 'esbId': 'WES567220', 'firstName': 'Nicholas', 'footballName': 'Nick', 'gsisId': '00-0036182', 'gsisItId': 53074, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/qkfbmmwufx3fmqd9cth9', 'jerseyNumber': 15, 'lastName': 'Westbrook-Ikhine', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'N.Westbrook-Ikhine', 'smartId': '32005745-5356-7220-67cc-7d57ec5c5725', 'status': 'ACT', 'uniformNumber': '15', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",nick westbrook-ikhine,WR,2100,2021,nick westbrook-ikhine,TEN,14659.1819,1997-03-21,0.352941176,Nick Westbrook-Ikhine,680,0.042211823,0.4759685160613953,24,74.0,215.0,
510,5.272758621,5.318024949,7.158873239,3.95030612,6.122040816,0.804015867,69.01408451,9.501537541,9,49,71,587,"{'season': 2021, 'currentTeamId': '0610', 'displayName': 'Dawson Knox', 'esbId': 'KNO490795', 'firstName': 'Dawson', 'footballName': 'Dawson', 'gsisId': '00-0035689', 'gsisItId': 47879, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ud6ifpmkntqowvg7s0vy', 'jerseyNumber': 88, 'lastName': 'Knox', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Knox', 'smartId': '32004b4e-4f49-0795-942a-0c363ee9b439', 'status': 'ACT', 'uniformNumber': '88', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",dawson knox,TE,610,2021,dawson knox,BUF,14339.7188,1996-11-14,0.705882353,Dawson Knox,1029,0.041309588,0.4783064472326326,24,76.0,254.0,
511,5.267560976,4.802447728,10.34844444,3.402861359,6.53875,1.736302272,53.33333333,11.64896025,4,24,45,316,"{'season': 2021, 'currentTeamId': '2200', 'displayName': 'Mo Alie-Cox', 'esbId': 'ALI177980', 'firstName': 'Mo', 'footballName': 'Mo', 'gsisId': '00-0033217', 'gsisItId': 44792, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/oy2q51ipxv9x0pbxvave', 'jerseyNumber': 81, 'lastName': 'Alie-Cox', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'M.Alie-Cox', 'smartId': '3200414c-4917-7980-6d26-f37d4f9dba6e', 'status': 'ACT', 'uniformNumber': '81', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",mo alie-cox,TE,2200,2021,mo alie-cox,IND,14422.55827,1993-09-19,0.647058824,Mo Alie-Cox,610,0.049095754,0.4856746826697655,27,77.0,267.0,
514,5.252727273,3.043100261,10.13469388,2.545687352,3.045454545,0.002354285,67.34693878,9.860687508,4,33,49,353,"{'season': 2021, 'currentTeamId': '4400', 'displayName': 'Josh Palmer', 'esbId': 'PAL451625', 'firstName': 'Josh', 'footballName': 'Josh', 'gsisId': '00-0036988', 'gsisItId': 53506, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/x2gobzerrjxzgpxij4ac', 'jerseyNumber': 5, 'lastName': 'Palmer', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Palmer', 'smartId': '32005041-4c45-1625-eb93-c2c9b11c4006', 'status': 'ACT', 'uniformNumber': '5', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",josh palmer,WR,4400,2021,josh palmer,LAC,25477.41241,1999-09-22,0.647058824,Josh Palmer,458,0.03612271,0.4982369418355578,21,73.0,210.0,
518,5.088448276,3.610454113,14.11275862,1.990615081,6.154848485,2.544394372,56.89655172,16.82542293,3,33,58,559,"{'season': 2021, 'currentTeamId': '2520', 'displayName': 'Bryan Edwards', 'esbId': 'EDW157935', 'firstName': 'Bryan', 'footballName': 'Bryan', 'gsisId': '00-0036365', 'gsisItId': 52489, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/aqic7l7pnw9x5ukh6iqr', 'jerseyNumber': 89, 'lastName': 'Edwards', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'B.Edwards', 'smartId': '32004544-5715-7935-d52c-2e0bf57adf37', 'status': 'ACT', 'uniformNumber': '89', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",bryan edwards,WR,2520,2021,bryan edwards,LV,24595.61451,1998-11-13,0.235294118,Bryan Edwards,864,0.0220574,0.5103952692187986,22,75.0,215.0,
529,7.302166667,4.930360148,4.4415625,4.227482851,6.07,1.139639852,81.25,6.535644161,2,52,64,467,"{'season': 2022, 'currentTeamId': '3800', 'displayName': 'Greg Dortch', 'esbId': 'DOR793727', 'firstName': 'Greg', 'footballName': 'Greg', 'gsisId': '00-0035500', 'gsisItId': 48646, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/j5xmpo01eea118axwwaj', 'jerseyNumber': 83, 'lastName': 'Dortch', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'G.Dortch', 'smartId': '3200444f-5279-3727-2597-c2d9a516585a', 'status': 'ACT', 'uniformNumber': '83', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",greg dortch,WR,3800,2022,greg dortch,ARI,15121.32743,1998-05-29,0.235294118,Greg Dortch,513,-0.008649544,0.5184352172241445,24,67.0,173.0,
530,7.234893617,4.089147789,7.495901639,3.378432049,3.966923077,-0.122224712,63.93442623,12.58754157,0,39,61,376,"{'season': 2022, 'currentTeamId': '2510', 'displayName': 'Ben Skowronek', 'esbId': 'SKO738004', 'firstName': 'Ben', 'footballName': 'Ben', 'gsisId': '00-0036862', 'gsisItId': 53678, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/hud5c4tf8corgoehrvc1', 'jerseyNumber': 18, 'lastName': 'Skowronek', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'B.Skowronek', 'smartId': '3200534b-4f73-8004-e74f-6a0e3fb2f31f', 'status': 'ACT', 'uniformNumber': '18', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",ben skowronek,WR,2510,2022,ben skowronek,LA,17169.69629,1997-06-27,0.705882353,Ben Skowronek,696,-0.006666541,0.5079716303446042,25,75.0,220.0,
535,7.091551724,5.845250096,9.74203125,3.143329749,4.953404255,-0.891845841,73.4375,15.45583675,0,47,64,616,"{'season': 2022, 'currentTeamId': '1540', 'displayName': 'Kalif Raymond', 'esbId': 'RAY748263', 'firstName': 'Kalif', 'footballName': 'Kalif', 'gsisId': '00-0032464', 'gsisItId': 43584, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/tbqpvuoxh80zjvgao9ww', 'jerseyNumber': 11, 'lastName': 'Raymond', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Raymond', 'smartId': '32005241-5974-8263-1ad0-b2ba085ce237', 'status': 'ACT', 'uniformNumber': '11', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",kalif raymond,WR,1540,2022,kalif raymond,DET,8285.494242,1994-08-08,0.823529412,Kalif Raymond,555,0.0025224357,0.518699285699832,28,68.0,182.0,
540,7.006909091,3.266815701,10.83632479,2.547116424,3.303194444,0.036378743,61.53846154,32.69989142,4,72,117,866,"{'season': 2022, 'currentTeamId': '0200', 'displayName': 'Drake London', 'esbId': 'LON013463', 'firstName': 'Drake', 'footballName': 'Drake', 'gsisId': '00-0037238', 'gsisItId': 54473, 'jerseyNumber': 5, 'lastName': 'London', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.London', 'status': 'ACT', 'uniformNumber': '5', 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/rrwzcsvsfqq9xptp8o48', 'smartId': '32004c4f-4e01-3463-a3e9-f95e800c8bba', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",drake london,WR,200,2022,drake london,ATL,13351.79496,2001-07-24,0.764705882,Drake London,819,0.0028591508,0.4559734110362411,21,76.0,210.0,
541,7.0065625,4.048322118,5.930285714,3.327637779,3.508235294,-0.540086824,72.85714286,8.177770773,5,51,70,426,"{'season': 2022, 'currentTeamId': '4900', 'displayName': 'Russell Gage', 'esbId': 'GAG130654', 'firstName': 'Russell', 'footballName': 'Russell', 'gsisId': '00-0034411', 'gsisItId': 46263, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ah1nwrjfhfaymeepi7k3', 'jerseyNumber': 17, 'lastName': 'Gage', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Gage', 'smartId': '32004741-4713-0654-eda3-03cdf234354d', 'status': 'ACT', 'uniformNumber': '17', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",russell gage,WR,4900,2022,russell gage,TB,16619.61674,1996-01-22,0.176470588,Russell Gage,570,0.006314393,0.5095879677407025,26,72.0,184.0,
547,6.844035088,4.853308988,8.689076923,3.286056533,5.212173913,0.358864925,70.76923077,12.49107054,3,46,65,538,"{'season': 2022, 'currentTeamId': '4400', 'displayName': 'DeAndre Carter', 'esbId': 'CAR641798', 'firstName': 'DeAndre', 'footballName': 'DeAndre', 'gsisId': '00-0031763', 'gsisItId': 42794, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/fgkf5m167nupk3jv3w5w', 'jerseyNumber': 1, 'lastName': 'Carter', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Carter', 'smartId': '32004341-5264-1798-438c-095db9c8b999', 'status': 'ACT', 'uniformNumber': '1', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",deandre carter,WR,4400,2022,deandre carter,LAC,24856.55241,1993-04-10,0.647058824,DeAndre Carter,722,0.015900591,0.4429566563467492,29,68.0,190.0,
548,6.8048,3.824110657,10.92401869,3.335681847,3.777014925,-0.047095732,62.61682243,26.87440509,3,67,107,709,"{'season': 2022, 'currentTeamId': '3800', 'displayName': 'Marquise Brown', 'esbId': 'BRO413218', 'firstName': 'Marquise', 'footballName': 'Marquise', 'gsisId': '00-0035662', 'gsisItId': 47808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/oytg4uatpjzmfrrhmt0r', 'jerseyNumber': 2, 'lastName': 'Brown', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Brown', 'smartId': '32004252-4f41-3218-bf76-54f4042e0396', 'status': 'ACT', 'uniformNumber': '2', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",marquise brown,WR,3800,2022,marquise brown,ARI,15121.32743,1997-06-04,0.235294118,Marquise Brown,783,-0.008649544,0.5184352172241445,25,69.0,170.0,
549,6.786388889,2.767250334,11.29378378,2.351979025,3.049767442,0.282517108,58.10810811,18.47568012,3,43,74,555,"{'season': 2022, 'currentTeamId': '1200', 'displayName': 'Noah Brown', 'esbId': 'BRO567406', 'firstName': 'Noah', 'footballName': 'Noah', 'gsisId': '00-0033591', 'gsisItId': 45052, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/mo0v6bxy9vpxtzndba7r', 'jerseyNumber': 85, 'lastName': 'Brown', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'N.Brown', 'smartId': '32004252-4f56-7406-27bf-fae9f5eeb8ad', 'status': 'ACT', 'uniformNumber': '85', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",noah brown,WR,1200,2022,noah brown,DAL,21745.28574,1996-01-06,0.705882353,Noah Brown,866,0.00078302773,0.5006418264443359,26,74.0,225.0,
557,6.684313725,4.354841828,11.44885246,3.302983903,5.011,0.656158172,65.57377049,18.01234386,3,40,61,533,"{'season': 2022, 'currentTeamId': '0200', 'displayName': 'Olamide Zaccheaus', 'esbId': 'ZAC133180', 'firstName': 'Olamide', 'footballName': 'Olamide', 'gsisId': '00-0035208', 'gsisItId': 48374, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bzetcp5jlpis9ueb1kfk', 'jerseyNumber': 17, 'lastName': 'Zaccheaus', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'O.Zaccheaus', 'smartId': '32005a41-4313-3180-ba01-ae8103314fa2', 'status': 'ACT', 'uniformNumber': '17', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",olamide zaccheaus,WR,200,2022,olamide zaccheaus,ATL,13351.79496,1997-07-23,0.764705882,Olamide Zaccheaus,737,0.0028591508,0.4559734110362411,25,68.0,193.0,
558,6.66890625,2.808204067,13.84671875,2.324376432,3.9040625,1.095858433,50.0,17.92825381,2,32,64,536,"{'season': 2022, 'currentTeamId': '3430', 'displayName': 'Corey Davis', 'esbId': 'DAV247957', 'firstName': 'Corey', 'footballName': 'Corey', 'gsisId': '00-0033871', 'gsisItId': 44817, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/enhh8vjw18eixehg5uhz', 'jerseyNumber': 84, 'lastName': 'Davis', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Davis', 'smartId': '32004441-5624-7957-ef31-0e38b3301e4b', 'status': 'ACT', 'uniformNumber': '84', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",corey davis,WR,3430,2022,corey davis,NYJ,16058.75915,1995-01-11,0.705882353,Corey Davis,617,0.0019045867,0.5264372002671037,27,75.0,209.0,
562,6.54962963,5.666918694,6.053731343,4.390483411,4.736226415,-0.930692279,79.10447761,9.401663835,2,53,67,470,"{'season': 2022, 'currentTeamId': '1800', 'displayName': 'Robert Tonyan', 'esbId': 'TON816385', 'firstName': 'Robert', 'footballName': 'Robert', 'gsisId': '00-0033757', 'gsisItId': 45635, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/wpczdpw0xasgspqhsup9', 'jerseyNumber': 85, 'lastName': 'Tonyan', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'R.Tonyan', 'smartId': '3200544f-4e81-6385-721e-9beac148ba1c', 'status': 'ACT', 'uniformNumber': '85', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",robert tonyan,TE,1800,2022,robert tonyan,GB,10346.77583,1994-04-30,0.176470588,Robert Tonyan,591,0.010451383,0.5086930128088387,28,77.0,237.0,
566,6.496821705,4.725344854,9.867647059,2.93665454,5.235157895,0.509813041,69.85294118,31.22542336,7,95,136,1210,"{'season': 2022, 'currentTeamId': '3700', 'displayName': 'DeVonta Smith', 'esbId': 'SMI206016', 'firstName': 'DeVonta', 'footballName': 'DeVonta', 'gsisId': '00-0036912', 'gsisItId': 53439, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/hzgzhf2omiobrvqdifqr', 'jerseyNumber': 6, 'lastName': 'Smith', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Smith', 'smartId': '3200534d-4920-6016-573c-fcc767bafc4d', 'status': 'ACT', 'uniformNumber': '6', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",devonta smith,WR,3700,2022,devonta smith,PHI,13260.90576,1998-11-14,0.294117647,DeVonta Smith,1291,0.006133889,0.4956776745786033,23,72.0,165.0,
572,6.451851852,4.020650763,7.0685,3.161323987,4.461111111,0.440460348,60.0,10.71891625,3,36,60,373,"{'season': 2022, 'currentTeamId': '0325', 'displayName': 'Isaiah Likely', 'esbId': 'LIK088990', 'firstName': 'Isaiah', 'footballName': 'Isaiah', 'gsisId': '00-0037838', 'gsisItId': 54604, 'lastName': 'Likely', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'I.Likely', 'status': 'ACT', 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/yim14kgskufmu8sfowvg', 'smartId': '32004c49-4b08-8990-7695-dc4768035012', 'jerseyNumber': 80, 'uniformNumber': '80', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",isaiah likely,TE,325,2022,isaiah likely,BAL,9130.145214,2000-04-18,0.294117647,Isaiah Likely,440,-0.005628953,0.5155276535565494,22,76.0,240.0,
573,6.41968254,4.711694961,9.231343284,3.348993099,4.848333333,0.136638372,62.68656716,14.33661016,3,42,67,425,"{'season': 2022, 'currentTeamId': '1800', 'displayName': 'Romeo Doubs', 'esbId': 'DOU043165', 'firstName': 'Romeo', 'footballName': 'Romeo', 'gsisId': '00-0037816', 'gsisItId': 54597, 'lastName': 'Doubs', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Doubs', 'status': 'ACT', 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/wciz0bsjd4bedpiwggog', 'smartId': '3200444f-5504-3165-5639-a63528da6f6e', 'jerseyNumber': 87, 'uniformNumber': '87', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",romeo doubs,WR,1800,2022,romeo doubs,GB,10346.77583,2000-04-13,0.176470588,Romeo Doubs,529,0.010451383,0.5086930128088387,22,74.0,200.0,
575,6.379797297,4.085669472,12.17111765,3.31013291,4.331092437,0.245422965,70.0,40.15443941,7,119,170,1710,"{'season': 2022, 'currentTeamId': '2700', 'displayName': 'Tyreek Hill', 'esbId': 'HIL628694', 'firstName': 'Tyreek', 'footballName': 'Tyreek', 'gsisId': '00-0033040', 'gsisItId': 43454, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/lsszbdnkusxc7mduw5be', 'jerseyNumber': 10, 'lastName': 'Hill', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Hill', 'smartId': '32004849-4c62-8694-8490-45499711dee4', 'status': 'ACT', 'uniformNumber': '10', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",tyreek hill,WR,2700,2022,tyreek hill,MIA,27464.65864,1994-03-01,0.352941176,Tyreek Hill,859,-0.02128195,0.5395740167411994,28,70.0,185.0,
577,6.345441176,2.455185491,11.77007092,2.266846091,2.616333333,0.161147842,63.82978723,37.62000077,6,90,141,1048,"{'season': 2022, 'currentTeamId': '4600', 'displayName': 'DK Metcalf', 'esbId': 'MET363377', 'firstName': 'DeKaylin', 'footballName': 'DK', 'gsisId': '00-0035640', 'gsisItId': 47847, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/oa43ir8zoaiofwbupkrt', 'jerseyNumber': 14, 'lastName': 'Metcalf', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Metcalf', 'smartId': '32004d45-5436-3377-5806-d2746f1b94aa', 'status': 'ACT', 'uniformNumber': '14', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",dk metcalf,WR,4600,2022,dk metcalf,SEA,25011.73287,1997-12-14,0.764705882,,950,0.00085735536,0.4727038183694529,24,76.0,230.0,
578,6.307941176,3.605667097,8.719065421,3.463561191,3.581944444,-0.023722653,67.28971963,20.63318995,3,72,107,769,"{'season': 2022, 'currentTeamId': '4400', 'displayName': 'Josh Palmer', 'esbId': 'PAL451625', 'firstName': 'Josh', 'footballName': 'Josh', 'gsisId': '00-0036988', 'gsisItId': 53506, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/jwagrm3bpslarha2w5db', 'jerseyNumber': 5, 'lastName': 'Palmer', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Palmer', 'smartId': '32005041-4c45-1625-eb93-c2c9b11c4006', 'status': 'ACT', 'uniformNumber': '5', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",josh palmer,WR,4400,2022,josh palmer,LAC,24856.55241,1999-09-22,0.647058824,Josh Palmer,966,0.015900591,0.4429566563467492,22,73.0,210.0,
579,6.2915625,3.40111088,8.002040816,2.684244132,4.664285714,1.263174834,64.28571429,16.97060981,2,63,98,732,"{'season': 2022, 'currentTeamId': '3900', 'displayName': 'Pat Freiermuth', 'esbId': 'FRE439769', 'firstName': 'Pat', 'footballName': 'Pat', 'gsisId': '00-0036894', 'gsisItId': 53484, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/nx6quzjf2cfaeullln5c', 'jerseyNumber': 88, 'lastName': 'Freiermuth', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'P.Freiermuth', 'smartId': '32004652-4543-9769-d771-bdf1de25cd8b', 'status': 'ACT', 'uniformNumber': '88', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",pat freiermuth,TE,3900,2022,pat freiermuth,PIT,6428.489862,1998-10-25,0.235294118,Pat Freiermuth,743,-0.013786365,0.5080252534450312,23,77.0,258.0,
585,6.219433962,4.133155061,5.669384615,3.159231845,4.603571429,0.470416368,64.61538462,7.259564241,2,42,65,391,"{'season': 2022, 'currentTeamId': '4900', 'displayName': 'Cade Otton', 'esbId': 'OTT712400', 'firstName': 'Cade', 'footballName': 'Cade', 'gsisId': '00-0038129', 'gsisItId': 54571, 'jerseyNumber': 88, 'lastName': 'Otton', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Otton', 'status': 'ACT', 'uniformNumber': '88', 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/hqxroxrpcxjttwnuuqw7', 'smartId': '32004f54-5471-2400-c87d-346814f25b06', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",cade otton,TE,4900,2022,cade otton,TB,16619.61674,1999-04-15,0.176470588,Cade Otton,863,0.006314393,0.5095879677407025,23,77.0,250.0,
587,6.193636364,6.39316369,5.8975,3.650578741,7.901818182,1.508654491,79.71014493,9.33109652,3,55,69,702,"{'season': 2022, 'currentTeamId': '3700', 'displayName': 'Dallas Goedert', 'esbId': 'GOE595520', 'firstName': 'Dallas', 'footballName': 'Dallas', 'gsisId': '00-0034351', 'gsisItId': 46118, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/hcjzrphflquehexgcz14', 'jerseyNumber': 88, 'lastName': 'Goedert', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Goedert', 'smartId': '3200474f-4559-5520-b7af-5e002aedafbb', 'status': 'ACT', 'uniformNumber': '88', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",dallas goedert,TE,3700,2022,dallas goedert,PHI,13260.90576,1995-01-03,0.294117647,Dallas Goedert,938,0.006133889,0.4956776745786033,27,77.0,256.0,
602,6.057156863,3.081043348,10.14523364,2.700078186,2.224142857,-0.856900491,65.42056075,22.25397502,6,70,107,716,"{'season': 2022, 'currentTeamId': '3000', 'displayName': 'Adam Thielen', 'esbId': 'THI510348', 'firstName': 'Adam', 'footballName': 'Adam', 'gsisId': '00-0030035', 'gsisItId': 40488, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/fuutugtpr0nikfvjwk67', 'jerseyNumber': 19, 'lastName': 'Thielen', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Thielen', 'smartId': '32005448-4951-0348-440c-28f32f21652b', 'status': 'ACT', 'uniformNumber': '19', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",adam thielen,WR,3000,2022,adam thielen,MIN,12729.23418,1990-08-22,0.647058824,Adam Thielen,1094,-0.0076141376,0.4668252876199212,32,74.0,200.0,
608,5.9,3.05462116,10.47490196,2.86427247,5.112666667,2.058045506,58.82352941,10.36750679,2,30,51,417,"{'season': 2022, 'currentTeamId': '2700', 'displayName': 'Trent Sherfield', 'esbId': 'SHE566024', 'firstName': 'Trent', 'footballName': 'Trent', 'gsisId': '00-0034487', 'gsisItId': 46671, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/je4nd6eqpqrzytepcuvc', 'jerseyNumber': 14, 'lastName': 'Sherfield', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Sherfield', 'smartId': '32005348-4556-6024-5da2-4c295e6d8af2', 'status': 'ACT', 'uniformNumber': '14', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",trent sherfield,WR,2700,2022,trent sherfield,MIA,27464.65864,1996-02-26,0.352941176,Trent Sherfield,658,-0.02128195,0.5395740167411994,26,73.0,219.0,
